,AlertId,Date,Alert,Category,Priority,Company,Company_normalized,Region
590,591,2023-07-17 01:02:37,GEA added a YpiTube video: GEA SaniX concentrate heater - The GEA SaniX concentrate heater ensures that concentrated milk feed entering the spray dryer has been heated to the right temperature. ,YouTube,Medium,Gea,Gea,
591,592,2023-07-17 01:33:59,New Video: Lamipak maintenance service video.,YouTube,Medium,Lamipak,Lamipak,
592,593,2023-07-17 01:34:28,Mondi posted a YouTube video: NEXGEN - People development for Mondi's future leaders. ,YouTube,Medium,Mondi Group Global,Mondi,
593,594,2023-07-17 03:35:00,"UFLEX featured a new podcast - ' he New B2C - Business to Climate', in which the CEO of Flex Films International, spoke about the fact that while achieving decarbonization across the board is a grand goal, it is very achievable.",Podcasts,Medium,Uflex Global ,Uflex,
594,595,2023-07-17 03:50:00,Tetra Pak shared a blog from 'Euro News' - How can we transform the global food system to preserve our planet?,LinkedIn Posts,Medium,Tetra Pak,Tetra Pak,
595,596,2023-07-17 05:21:37,Amcor will be joining the '2024 NWTF Convention and Sport Show' will be taking place from 14th to 18th of February 2023.,Events,Medium,Amcor Global,Amcor,
596,597,2023-07-17 05:24:58,"General Manager - of HR and Sustainability, UFlex Limited, was one of the panellists in an ESGBharat roundtable organized by Outlook Publishing Pvt. Ltd. During the session, he talked about the role of urban bodies like municipalities in enabling sustainability and how recycling can benefit businesses.",Sustainability,Medium,Uflex Global,Uflex,
597,598,2023-07-17 06:33:54,"The GEA DairyFeed F4500 feeding robot delivers automatic 24/7 feeding routines. The autonomous feeding robot weighs, mixes and distributes up to 2.2 m3 of fresh TMR feed every hour for up to 300 animals in different nutritional groups. ",Marketing Updates,Medium,Gea Ireland,Gea,Ireland
598,599,2023-07-17 07:02:27,"On Ice Cream Day, Tetra Pak celebrates how far frozen plant-based desserts have come. From peas and avocados to beans and nuts, they make desserts from all kinds of innovative, plant-based proteins.",Instagram Posts,Medium,Tetra Pak,Tetra Pak,
599,600,2023-07-17 07:12:51,"SPX FLOW supports ice cream manufacturers with the technologies necessary to develop the classic treat. From separation to standardization and heat treatment, its food and beverage solutions separate raw milk into cream and skim, ultimately used in the final version of the creamy summer favorite.",Marketing Updates,Medium,Spx Flow,Spx Flow,
600,601,2023-07-17 07:44:04,"On the World's youth skills day, Mondi states that it's dedicated to education, engineering science, and shaping the future.",Facebook Posts,Medium,Mondi Group Global,Mondi,
601,602,2023-07-17 08:29:24,"At Granini, fresh orange juice is produced with the technology from Krones.",Twitter Posts,Medium,Krones,Krones,
602,603,2023-07-18 03:50:57,"The Tetra Pak E3/Speed Hyper has exceeded all previous speed records to produce a 40,000-carton package an hour.",Marketing Updates,Medium,Tetra Pak,Tetra Pak,
603,604,2023-07-18 04:04:58,"Key messaging update: UFlex manufacturing facility in Dharwad commissioned in 2023 houses a 10.6 mt wide BOPET line with a capacity to produce 45,000 TPA and one CPP line with a capacity of 18,000 TPA. Also, we have Two 2.9 and 3.3-me er-wide plasma-enhanced high-barrier metallizers with a cumulative capacity of 30,000 TPA.",Marketing Updates,High,Uflex Global,Uflex,
604,605,2023-07-18 04:16:59,SPX FLOW will be attending the 'International Food Contest 2023' taking place from 3rd to 5th of October 2023.,Events,Medium,Spx Flow,Spx Flow,
605,606,2023-07-18 04:51:57,SPX FLOW reported that the U.S. lead time on Waukesha Cherry Burrell single-seat valves has dropped to just five working days.,Marketing Updates,Medium,Spx Flow,Spx Flow,
606,607,2023-07-18 05:36:01,"Amcor Capsules has announced transparence, a new sustainability program that gives the Wine and Spirits brands clarity and assurance around sustainability initiatives.",Sustainability,High,Amcor Global,Amcor,
607,608,2023-07-18 05:36:02,Amcor will be joining the 'SPC Impact 2024' taking place from 2nd to 4th of April. ,Events,Medium,Amcor Global,Amcor,
608,609,2023-07-18 05:41:42,SIG provided details regarding the innovative solutions without an aluminium layer. The SIG Terra portfolio provides a range of industry-leading firsts and exclusives that offer both unrivalled on-shelf appeal and stand-ou  environmental credentials.,Marketing Updates,Medium,Sig,Sig,
609,610,2023-07-18 05:52:57,"Amcor Moda packaging solutions offer cutting-edge automation technologies that reduce labour costs, reduce packaging spend, and improve profitability.",Marketing Updates,Medium,Amcor Global,Amcor,
610,611,2023-07-18 05:54:58,Krones Executive Board has raised the guidance for revenue growth in the full year 2023 to between 11% and 13% (previously 8% to 11%). This means the company continues to expect an EBITDA margin of 9% to 10% and ROCE of 15% to 17% in 2023. ,Company News,High,Krones,Krones,
611,612,2023-07-18 06:16:57,Krones subsidiary System Logistics has partnered with Treedom for a green and biodiverse world.,Sustainability,High,Krones,Krones,
612,613,2023-07-18 08:18:57,"Anthesis Ltd has conducted a life-cycle assessment for its Danish customer Postevand. The study shows that over its full lifecycle, a Pure-Pak carton performs significantly better than a plastic bottle in 6 of 8 impact categories, including climate impact. ",Marketing Intelligence,Medium,Elopak,Elopak,
613,614,2023-07-18 08:39:10,"In Italy, Tetra Pak has collaborated with PolyAl recyclers Ecorevive and Ecoplasteam to draw its network and promote their products to discover new market opportunities for recycled materials.",Sustainability,High,Tetra Pak,Tetra Pak,
614,615,2023-07-18 09:12:12,Milky Mist India has introduced Sweetened condensed milk in response to consumer demand with the latest technology from SPXFLOW. ,Company News,High,Spx Flow,Spx Flow,
615,616,2023-07-18 09:32:57,"Asepto is taking liquid packaging experience to new heights, infusing it with innovation, and quality.",Marketing Updates,Medium,Asepto,Asepto,
616,617,2023-07-19 03:52:57,UFLEX has opened its new manufacturing unit in Panipat (Haryana).,Company News,High,Uflex Global,Uflex,
617,618,2023-07-19 03:53:26,GEA offers a wide range of process equipment to help drive continuous product improvement.,LinkedIn Posts,Medium,Gea Beverage,Gea,
618,619,2023-07-19 05:41:10,Amcor will be joining the 'SPC Impact 2024' taking place from 2nd to 4th of April. ,Events,Medium,Amcor Global,Amcor,
619,620,2023-07-19 05:41:56,"Amcor announced that its AmFiber Performance Paper packaging is now available to customers in Latin America seeking a high-barrier, recyclable paper-based packaging solution.",Company News,High,Amcor Global,Amcor,
620,621,2023-07-19 05:49:17,"SIG featured an article: Saving forests, helping mankind - The future of our forests may well determine the fate of our humanity. After all, more than 1.6 billion people depend on forests for food, shelter, oxygen, jobs fuel etc,",Company Blog,Medium,Sig,Sig,
621,622,2023-07-19 05:49:28,Mondi is investing EUR 16 million in new technology to produce a new packaging range called Functional Barrier Paper Ultimate.,Company News,High,Mondi Group Global,Mondi,
622,623,2023-07-19 07:30:07,GEA will be joining the trade fair 'International Symposium on Industrial Crystallization' taking place from 5th to 8th of September.,Events,Medium,Gea,Gea,
623,624,2023-07-19 07:31:34,Tetra Pak has launched the world's fastest carton packaging machine - The Tetra Pak E3/Speed Hyper.,New Products and Services,High,Tetra Pak,Tetra Pak,
624,625,2023-07-19 08:50:39,GEA will be joining the 'Pack Expo Las Vegas' taking place from 11th to 13th of September 2023.,Events,Medium,Gea,Gea,
625,626,2023-07-19 08:53:31,"GEA reported that the SalvoHexSpray 'Ready to Use' is supplied in 20L, 200L or 1000L packs and can be used pre or post. The blue spray has 11% Emollients.  ",Twitter Posts,Medium,Gea Ireland,Gea,Ireland
626,627,2023-07-19 09:07:28,UFLEX is participating in the 'Cosmohome Tech Expo' taking place from 19th to 21st July 2023.,Events,Medium,Uflex Global,Uflex,
627,628,2023-07-19 09:17:32,SPX FLOW highlighted its role in making ice cream. Its solutions serve as the building blocks of ice cream manufacturing. ,Marketing Updates,Medium,Spx Flow,Spx Flow,
628,629,2023-07-19 09:51:16,Elopak shared a summary of the comparative life cycle assessment of Postevand cartons and 100% recycled PET bottles for water in Denmark. The study analyzed and compared a 500 ml Pure-Pak carton without aluminium barrier to a 500 ml 100% recycled PET bottler both intended for packaging tap water for the Danish market. ,Marketing Intelligence,Medium,Elopak,Elopak,
629,630,2023-07-20 03:46:53,"Tetra Pak shared that from July 1st, in Europe, caps and lids will remain attached to the main body of the container for beverage containers, including the food brick. As Tetra Pak supports its customers to deploy the plugs attached upstream of legislation, by innovating to continuously improve the solutions offered. ",Marketing Updates,Medium,Tetra Pak,Tetra Pak,
630,631,2023-07-20 04:02:38,"GEA has partnered with Bushmills to build an extension to their distillery, increasing their yield while also improving their carbon footprint.",New Partnerships,High,Gea Beverage,Gea,
631,632,2023-07-20 05:20:54,"Krones shared that Beck's, Corona and Budweiser are consumed all over the world which belongs to Anheuser-Busch InBev, the world's largest brewing group, which produces about a third of the world's total beer production. Its portfolio consists of 630 brands, produced in 260 breweries. ",Marketing Updates,Medium,Krones Spain,Krones,Spain
632,633,2023-07-20 05:53:35,Amcor reported that the trade fair 'Analytica 2024' will be taking place from 9th to 12th of April.,Events,Medium,Amcor Global,Amcor,
633,634,2023-07-20 05:54:22,Amcor featured a blog: The growing importance of recyclable Pet Food packaging.,Company Blog,Medium,Amcor Global,Amcor,
634,635,2023-07-20 05:57:00,"UFlex Chemicals Business has become a Bronze Sponsor of the 6th LMAI Conference 2023, being held from July 20th to 23rd, 2023.",Events,Medium,Uflex Global,Uflex,
635,636,2023-07-20 06:23:54,The Burkina Institute of Technology and Krones are offering students an opportunity to expand their skill set during an internship.,Marketing Updates,Medium,Krones,Krones,
636,637,2023-07-20 07:30:11,YouTube vide: Pioneering your eCommerce packaging today for the planet of tomorrow.,YouTube,Medium,Mondi Group Global,Mondi,
637,638,2023-07-20 09:32:15,"SIG featured a blog: Decoding types of traceability - Moving on from the value traceability offers, dive into the elements that make up a traceable supply chain and drive. ",Company Blog,Medium,Sig,Sig,
638,639,2023-07-20 10:16:53,Elopak states that its trailblazing customer in the U.S. Boxed Water is the leading sustainable water alternative to plastic bottles and aluminium cans. ,Sustainability,Medium,Elopak,Elopak,
639,640,2023-07-20 10:39:53,"GEA has entered into a long-term, exclusive and strategic partnership with N2 Applied,  to provide a manure processing solution for the dairy farming industry - The GEA ProManure E2950. ",New Products and Services,High,Gea,Gea,
640,641,2023-07-21 01:03:30,YouTube Video: Impressions from the Krones Indonesia Customer Day 2023.,YouTube,Medium,Krones,Krones,
641,642,2023-07-21 04:37:35,"Amcor posted an informational video: Amcor Flexibles North America - Meat, poultry and seafood packaging history. ",Marketing Updates,Medium,Amcor Global,Amcor,
642,643,2023-07-21 04:38:22,"According to Amcor's survey, There are significant changes relating to global warming concerns, consumer understanding of sustainability claims and the expectation for recyclability.",Marketing Intelligence,Medium,Amcor Global,Amcor,
643,644,2023-07-21 04:40:18,"UFLEX featured the highlights of day one of the Cosmohome Tech Expo taking place in Pragati Maidan, New Delhi.",Events,Medium,Uflex Global,Uflex,
644,645,2023-07-21 04:44:08,"SIG featured a blog: Decoding types of traceability - Moving on from the value traceability offers, dive into the elements that make up a traceable supply chain and drives traceability value.",Company Blog,Medium,Sig,Sig,
645,646,2023-07-21 06:05:13,"GEA is launching a new generation of twin screw pumps for food, beverage and pharmaceutical applications that combine both conveying and cleaning functions in one pump.  ",New Products and Services,High,Gea,Gea,
646,647,2023-07-21 06:05:28,Krones Contiroll was developed to make the labelling process as precise and simple as possible. This particularly user-friendly machine labels containers with remarkably low glue consumption.,Marketing Updates,Medium,Krones,Krones,
647,648,2023-07-21 06:06:01,Tetra Pak posted a short video on the recycling journey of paper-based Tetra -Pak cartons. ,Instagram Posts,Medium,Tetra Pak,Tetra Pak,
648,649,2023-07-21 08:14:59,"UFLEX shared that EVP and COO of UFlex Limited participated in a seminar organized by the Indian Plastics Institute, where he presented a paper on the advancements and innovations in Flexible Packaging. ",Events,Medium,Uflex Global,Uflex,
649,650,2023-07-21 09:20:52,"In a Twitter post, Elopak states that 'Policy choices that aim at reducing environmental harm should be based on sound scientific evaluation using harmonised methods'.",Twitter Posts,Medium,Elopak,Elopak,
650,651,2023-07-21 09:35:57,Amcor highlighted that PET packaging is 100% recyclable and can be made from 100% recycled content.,Sustainability,Medium,Amcor Global,Amcor,
651,652,2023-07-21 09:54:51,Asepto is promoting its 'Asepto's Touch' which focuses on a quality product and offers holographic patterns and a gleaming foil-stamping solution that adds an extra 'Wow-factor' to the brand presence and leaves a lasting impact. ,Marketing Updates,Medium,Asepto,Asepto,
652,653,2023-07-21 09:56:39,"Since 2020, SIG has reduced direct emissions by 20%, in line with plans for a 90% overall decrease in emissions by 2050. ",Sustainability,Medium,Elopak,Elopak,
653,654,2023-07-21 10:04:57,Facebook Post:  Wishing you and your families a Happy and blessed New Hijri Year 1445. ,Facebook Posts,Low,Krones,Krones,
654,655,2023-07-21 10:10:51,Amcor shared a code '38J44' to use online for free registration of the 'Pack Expo' 2023.,Events,Medium,Amcor Global,Amcor,
655,656,2023-07-21 10:15:51,SPX FLOW provided details regarding the '70 Series - Medium Torque Top Entering Mixer' which is the most specified and most proven mechanical design technology in the world making Lightnin Series 70 Mixers ideal for a wide range of applications.,Marketing Updates,Medium,Spx Flow,Spx Flow,
656,657,2023-07-21 13:01:12,Amcor featured an article: 4 key benefits of thermoformed pharmaceutical packaging for injectables.,Company Blog,Medium,Amcor Global,Amcor,
657,658,2023-07-21 13:01:37,Amcor featured an article: 4 key benefits of thermoformed pharmaceutical packaging for injectables.,Company Blog,Medium,Amcor Global,Amcor,
658,659,2023-07-24 00:37:46,"Since 2020, Elopak has reduced its direct emissions by 20%, in line with plans for a 90% overall decrease in emissions by 2050.",Sustainability,Medium,Elopak,Elopak,
659,660,2023-07-24 00:37:46,"Tetra Pak provided details regarding the Palurec plant in Germany whic is focused on using its facility to break down the plastic and aluminium from cartons to create new raw materials, which can then be turned into new products like household goods. ",LinkedIn Posts,Medium,Tetra Pak,Tetra Pak,
660,661,2023-07-24 01:23:59,Lamipak posted a YouTube video: Lamipak FSC and PEFC certification. ,YouTube,Medium,Lamipak,Lamipak,
661,662,2023-07-24 04:32:12,Tetra Pak featured an article: Making waves with water management - That responsibility has turned into a new water stewardship plan that sees Tetra Pak working towards halving the water consumption of best-practice food processing lines by 2030.,Sustainability,Medium,Tetra Pak,Tetra Pak,
662,663,2023-07-24 04:32:26,"SIG discussed that a traceable value chain is becoming a differentiator for businesses, but implementing it is a complex process with multiple elements and stakeholders.",Marketing Updates,Medium,Sig,Sig,
663,664,2023-07-24 04:32:44,"Krones Linapac II offers speed, gentle container handling and high flexibility for a wide variety of containers.",Marketing Updates,Medium,Krones,Krones,
664,665,2023-07-24 04:33:00,"SPX FLOW states that across Europe, short lead times on H17 and N35 plates and gaskets are helping APV customers maximize uptime.",Twitter Posts,Medium,Spx Flow,Spx Flow,
665,666,2023-07-24 04:39:59,GEA has launched an E2950 manure enricher to produce fertiliser while reducing emissions.,New Products and Services,High,Gea Ireland,Gea,Ireland
666,667,2023-07-24 04:43:51,Amcor will be joining the 'Urner berry executive conference' taking place from 14th to 16th of April. ,Events,Medium,Amcor Global,Amcor,
667,668,2023-07-24 05:15:46,"GEA will be joining the 'ISPE Singapore Affiliate' for dynamic biopharmaceutical manufacturers in Asia, showcasing some of the state-of-the-ar  components for liquid pharma processing. The event will be taking place from 23rd to 25th of August 2023. ",Events,Medium,Gea Homogenizer,Gea,
668,669,2023-07-24 05:34:05,Asepto highlighted its 'Asepto's Touch' can elevate the brand with remarkable aseptic liquid packaging. ,Marketing Updates,Medium,Asepto,Asepto,
669,670,2023-07-24 06:04:48,GEA will be joining an event 'Food Tech Master - Snack Pellets and Breakfast Cereals Processing' taking place from 25th to 29th September. ,Events,Medium,Gea,Gea,
670,671,2023-07-24 06:10:13,"Krones highlighted that Konings has a complete Krones line at their facility in Breda, the Netherlands. It includes a canning line with autoclaves for sensitive beverages.",Marketing Updates,Medium,Krones,Krones,
671,672,2023-07-24 08:51:06,Amcor posted a YouTube video: PET life cycle assessment.,YouTube,Medium,Amcor Global,Amcor,
672,673,2023-07-25 00:54:45,"Tetra Pak featured a case article: Expand your UHT milk portfolio. It can be difficult to keep up with consumer demands, especially when tastes can change dramatically and new trends can emerge seemingly in an instant.",Marketing Updates,Medium,Tetra Pak ,Tetra Pak,
673,674,2023-07-25 01:15:10,SPX FLOW posted a YouTube video: APV plate heat exchangers overview. ,YouTube,Medium,Spx Flow,Spx Flow,
674,675,2023-07-25 02:58:44,"Lamipak reported that its paper boards are certified under PEFC and FSC, ensuring they come from responsibly managed forests. Moreover, Lamipak is FSC-certified under the code FSC-C149017, supporting the responsible management of global forests.",Sustainability,Medium,Lamipak Global,Lamipak,
675,676,2023-07-25 04:06:48,Elopak shared a report from Ace UK on 'Life cycle analysis of beverage packaging'.,Marketing Updates,Medium,Elopak,Elopak,
676,677,2023-07-25 04:07:04,Krones shared that its Modulpal Pro offers a high degree of flexibility and ensures the best possible treatment.,Marketing Updates,Medium,Krones,Krones,
677,678,2023-07-25 04:14:19,"The GEA EuroClass 800 is a very compact milking parlour however despite its small size, it ensures the milking process is fast and gentle on the animals, increases yields and produces high-quality milk.",Marketing Updates,Medium,Gea Ireland,Gea,Ireland
678,679,2023-07-25 05:24:59,Mondi Group has launched a webinar series 'Your challenge is our challenge'.,Events,Medium,Mondi Group Global,Mondi,
679,680,2023-07-25 06:42:46,GEA will be participating in the 'GEA Heating Club' conference taking place on the 12th and 13th of September 2023. ,Events,Medium,Gea,Gea,
680,681,2023-07-25 06:42:48,"SIG has announced its H1 2023 financial results -  Constant currency revenue growth of 35.1% reflecting consolidation of the bag-in-boxes, spouted pouch and chilled carton acquisitions. H1 2023 organic revenue growth at a constant currency of 6.6%.",Financial Results,High,Sig,Sig,
681,682,2023-07-25 07:43:23,"Krones shared that its Linapac III offers speed, gentle container handling and high flexibility for a wide variety of containers. Plus, it can be easily integrated into the processes. ",Marketing Updates,Medium,Krones,Krones,
682,683,2023-07-25 10:17:13,"Lamipak has released its latest video, showcasing its dedication to sustainability. ",Sustainability,Medium,Lamipak,Lamipak,
683,684,2023-07-25 10:19:22,"Amcor shared that PET is 100% recyclable. It can be used again and again. In fact, nearly 90% of the PET bottles that go into curbside recycling bins are collected and sent to reclaimers. ",Sustainability,Medium,Amcor Global,Amcor,
684,685,2023-07-26 03:12:41,Amcor will be participating in the 'Pack Expo Las Vegas' taking place from 11th to 13th of September 2023.,Events,Medium,Amcor Global,Amcor,
685,686,2023-07-26 04:08:52,Elopak's CEO discussed how cartons can be a catalyst for plastic reduction.,Thought Leadership,Medium,Elopak,Elopak,
686,687,2023-07-26 05:29:01,"UFLEX had a successful exhibition at the Cosmohome Tech Expo. During the three-day exhibition, they received an overwhelming response from brand owners, delegates, and visitors.",LinkedIn Posts,Medium,Uflex Global,Uflex,
687,688,2023-07-26 06:54:19,GEA has announced to support South African customer Mpact with a black liquor concentration and drying plant.,Company News,High,Gea,Gea,
688,689,2023-07-26 07:00:45,"SPX FLOW has introduced an 'Anhydro BlueLight System' that offers innovative, sustainable whitening technology.",New Products and Services,High,Spx Flow,Spx Flow,
689,690,2023-07-26 07:01:39,Tetra Pak has initiated the Dairy Processing Task Force - A joint coalition that aims to bring in figures from across the dairy sector to improve approaches to decarbonisation within dairy processing. Its formation reinforces Tetra Pak's contribution to the global dairy sector's Pathways to Dairy Net Zero Initiative.,Company News,High,Tetra Pak,Tetra Pak,
690,691,2023-07-27 00:37:40,Tetra Pak featured a report 'Unleash the power of connectivity in packaging' - The food and beverage industry is increasingly using digital technologies to address the challenges it faces. ,Marketing Updates,Medium,Tetra Pak,Tetra Pak,
691,692,2023-07-27 00:37:41,Elopak announced that it has set the target to become a Net Zero company by 2050 - as approved by the Science Based Targets initiative.,Sustainability,High,Elopak,Elopak,
692,693,2023-07-27 00:38:41,"SPX FLOW shared that Johnson Pump's marine pumps lead in advanced impeller technology and high-efficiency boating products. From bilge pumps to water pressure systems, its solutions ensure maximum effectiveness and minimal power consumption for both leisure and commercial vessels. ",Marketing Updates,Medium,Spx Flow,Spx Flow,
693,694,2023-07-27 00:48:40,Free Flow Manufacturing is expanding its production facility in New Zealand to include a brewery that also produces oat drinks using process technology from Krones and Steinecker.,Company News,High,Krones,Krones,
694,695,2023-07-27 03:13:41,The Krones Group has disclosed the details of its climate strategy in the Carbon Transition Plan.,Sustainability,Medium,Krones Germany,Krones,Germany
695,696,2023-07-27 03:14:41,Krones has developed a Public Low Carbon Transition Plan (PCTP). It brings together all important information on climate protection at Krones.,Sustainability,High,Krones China,Krones,China
696,697,2023-07-27 05:00:40,GEA has launched new 'plug and win' centrifuge skids for craft brewers.  ,New Products and Services,High,Gea Beverage,Gea,
697,698,2023-07-27 06:48:06,Asepto has introduced 'Asepto Touch' to elevate a product's market perception.,New Products and Services,High,Asepto,Asepto,
698,699,2023-07-27 07:07:10,Amcor will be joining the 'ADS Technical meeting' from 5th to 7th of May 2023.,Events,Medium,Amcor Global,Amcor,
699,700,2023-07-27 07:11:14,UFlex has been recognized as an 'Economic Times Sustainable Organization 2023'.,Sustainability,High,Uflex Global,Uflex,
700,701,2023-07-27 09:16:55,"Tetra Pak shared that with recycling, a beverage carton can be more than a beverage container. Beverage cartons can have a second life as tissues, boxes, pallets, chairs, and more but only if they reach the recycling plants.",Sustainability,Medium,Tetra Pak,Tetra Pak,
701,702,2023-07-27 09:17:05,"Key messaging update focusing on new soya beverages: Tetra Pak A whole new soya beverage to love - Meet desires for a rich, creamy taste, higher protein, and fibre content with zero okara waste. ",Marketing Updates,High,Tetra Pak,Tetra Pak,
702,703,2023-07-27 12:47:29,"Krones featured an article: Milk, cream and cocoa - Krones' high-tech filler handles it all. ",Company Blog,Medium,Krones,Krones,
703,704,2023-07-28 00:37:38,"At Milchwerke Berchtesgadener Land Chiemgau, a highly efficient Krones returnable-glass line, cocoa is now being filled as well as milk and cream.",Marketing Updates,Medium,Krones,Krones,
704,705,2023-07-28 00:38:39,"SPX FLOW reported that the Bolting Systems' NRP Series Pneumatic torque wrenches are now offering torques up to 4,500 lb-ft (6,000 Nm). ",Marketing Updates,Medium,Spx Flow,Spx Flow,
705,706,2023-07-28 01:08:05,SPX FLOW posted a YouTube video: Johnson Pump Marine. ,YouTube,Medium,Spx Flow,Spx Flow,
706,707,2023-07-28 04:05:46,The International Dairy Federation (IDF) has announced the 2023 Dairy Innovation Awards Finalists. ,Awards,Medium,Tetra Pak,Tetra Pak,
707,708,2023-07-28 04:14:08,GEA provided details regarding its DairyRobot R9500 which is engineered to enhance the milking process for the cow. ,Marketing Updates,Medium,Gea Ireland,Gea,Ireland
708,709,2023-07-28 05:16:41,Amcor featured an article: Raising the bar - How Amcor's work with Delterra is transforming waste management in Argentina.,Company Blog,Medium,Amcor Global,Amcor,
709,710,2023-07-28 05:24:58,"SIG featured a blog: The five priorities of consumers - Consumers' eating habits depend on where they eat, but what influences their choices the most right now?",Company Blog,Medium,Sig France,Sig,France
710,711,2023-07-28 06:44:07,SPX FLOW featured an article: 100 Years of APV - Engineering the Future with Plate Heat Exchangers.,Company Blog,Medium,Spx Flow,Spx Flow,
711,712,2023-07-28 06:44:09,GEA will be supplying its long-term customer Heineken Uk with a low-carbon heat network for its Manchester brewery. This is in support of Heineken's global ambition to reach net zero across its production sites (scopes 1 and 2) by 2030. ,Company News,High,Gea,Gea,
712,713,2023-07-28 06:44:14,GEA will be joining the conference 'Gea Heating Club'  taking place on the 12th and 13th of  September 2023.,Events,Medium,Gea,Gea,
713,714,2023-07-28 08:48:39,"On World Nature Conservation Day, UFLEX shared that they acknowledge the important role nature plays in the life of each of us and the life of the planet. Individually and collectively let's strive to conserve nature to conserve life. ",Facebook Posts,Medium,Uflex Global,Uflex,
714,715,2023-07-28 11:02:52,GEA provided details regarding its Aseptomag double-chamber valves AXV that are used for the mix proof shut-off of incompatible products at pipe junctions in aseptic processing plants.,Marketing Updates,Medium,Gea Beverage,Gea,
715,716,2023-07-31 01:30:04,Amcor posted a YouTube video: Amcor Rigid Packaging - PET Bottles. ,YouTube,Medium,Amcor Global,Amcor,
716,717,2023-07-31 04:08:29,Tetra Pak provided details on food access availability resilience and resilient food systems - The way we source and dispose of food is pushing us beyond the Earth's planetary boundaries - the limits within which humanity can continue to develop and thrive.,Sustainability,Medium,Tetra Pak,Tetra Pak,
717,718,2023-07-31 04:08:35,SIG featured a blog: The top 5 consumer priorities - Food and beverage consumption patterns vary as per location. But which factors make the cut irrespective of where consumers are?,Company Blog,Medium,Sig,Sig,
718,719,2023-07-31 04:08:52,"Krones reported that Free Flow Manufacturing, a New Zealand beer specialist, will produce oat drinks in its new brewery with process technology from Krones and Steinecker.",Marketing Updates,Medium,Krones,Krones,
719,720,2023-07-31 04:09:09,Waukesha Cherry Burrell has introduced the Votator II vertical lift scraped surface heat exchanger with an enhanced and upgraded hydraulic lifting system.,New Products and Services,High,Spx Flow,Spx Flow,
720,721,2023-07-31 04:16:49,GEA discussed that AgroGlow AFM is a concentrated foaming alkaline vertical surface cleaner for use in high and low-pressure systems. It is ideal for the cleaning of farming and dairy industry surfaces which are tolerant of alkaline substances.,Marketing Updates,Medium,Gea Ireland,Gea,Ireland
721,722,2023-07-31 06:06:02,"With Asepto's Touch, ordinary aseptic packaging becomes extraordinary. Its expert solutions let the customer focus on the product while they elevate the brand with eye-ca ching designs and premium finishes. ",Marketing Updates,Medium,Asepto,Asepto,
722,723,2023-07-31 07:05:19,TikTok Video: Today is International Friendship Day and what could be nicer than when work colleagues become true friends?,TikTok,Low,Krones,Krones,
723,724,2023-07-31 11:10:12,"GEA provided details regarding its 'GEA's ProManure E2950'. This technology combines slurry, air, and electricity, turning the manure produced by the herd into a rich fertilizer for the crop.",Marketing Updates,Medium,Gea Sweden,Gea,Sweden
724,725,2023-07-31 12:51:12,"With Tetra Pak Recart customers can come up with suggestions, tweak their recipes in different directions, solve production issues, and ensure they get the results they want with the Tetra Recart packaging system.",Marketing Updates,Medium,Tetra Pak,Tetra Pak,
